measurement_type,category,attack_case,run,accepted,rejected,rejection_stage,reason,latency_ms,budget_invariant_violation
measured,context,wrong_function,11,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.2739999992772937,0
measured,context,wrong_function,12,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',3.524400000460446,0
measured,context,wrong_function,13,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.123399999924004,0
measured,context,wrong_function,14,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.3707999996840954,0
measured,context,wrong_function,15,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.185899999924004,0
measured,context,wrong_function,16,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.5255000004544854,0
measured,context,wrong_function,17,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.7247000001370907,0
measured,context,wrong_function,18,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.5166000006720424,0
measured,context,wrong_function,19,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',3.4408999998122454,0
measured,context,wrong_function,20,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.466400000266731,0
measured,context,wrong_function,21,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.483700000680983,0
measured,context,wrong_function,22,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',3.6661000000312924,0
measured,context,wrong_function,23,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',3.040800000540912,0
measured,context,wrong_function,24,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.565999999642372,0
measured,context,wrong_function,25,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.6930999998003244,0
measured,context,wrong_function,26,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.598699999973178,0
measured,context,wrong_function,27,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.663099999539554,0
measured,context,wrong_function,28,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',2.6169999996200204,0
measured,context,wrong_function,29,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(5)',3.7034999998286366,0
measured,context,wrong_result,0,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',3.924200000241399,0
measured,context,wrong_result,1,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',3.3547999998554587,0
measured,context,wrong_result,2,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.1429000003263354,0
measured,context,wrong_result,3,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.9963999995961785,0
measured,context,wrong_result,4,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',3.4729000004008412,0
measured,context,wrong_result,5,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.28800000064075,0
measured,context,wrong_result,6,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.260100000537932,0
measured,context,wrong_result,7,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.7307000001892447,0
measured,context,wrong_result,8,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.7626000000163913,0
measured,context,wrong_result,9,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.9158999994397163,0
measured,context,wrong_result,10,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.4786000000312924,0
measured,context,wrong_result,11,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.595800000242889,0
measured,context,wrong_result,12,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.1718999994918704,0
measured,context,wrong_result,13,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.3339999997988343,0
measured,context,wrong_result,14,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.3808999992907047,0
measured,context,wrong_result,15,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.3114000000059605,0
measured,context,wrong_result,16,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.548799999989569,0
measured,context,wrong_result,17,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.315600000321865,0
measured,context,wrong_result,18,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.398199999704957,0
measured,context,wrong_result,19,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',3.0156000005081296,0
measured,context,wrong_result,20,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.5753000006079674,0
measured,context,wrong_result,21,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.3897000001743436,0
measured,context,wrong_result,22,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.9081000005826354,0
measured,context,wrong_result,23,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.9028000002726912,0
measured,context,wrong_result,24,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.328999999910593,0
measured,context,wrong_result,25,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.43680000025779,0
measured,context,wrong_result,26,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',3.6619999995455146,0
measured,context,wrong_result,27,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.8630999997258186,0
measured,context,wrong_result,28,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.370800000615418,0
measured,context,wrong_result,29,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(6)',2.5210999995470047,0
measured,tampering,altered_transcript,0,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.3360999999567866,0
measured,tampering,altered_transcript,1,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.6584999999031425,0
measured,tampering,altered_transcript,2,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.53870000038296,0
measured,tampering,altered_transcript,3,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.6454999996349216,0
measured,tampering,altered_transcript,4,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.558699999935925,0
measured,tampering,altered_transcript,5,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.9344999995082617,0
measured,tampering,altered_transcript,6,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.5778999999165535,0
measured,tampering,altered_transcript,7,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.383500000461936,0
measured,tampering,altered_transcript,8,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.3441000003367662,0
measured,tampering,altered_transcript,9,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.1292000003159046,0
measured,tampering,altered_transcript,10,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.1273999996483326,0
measured,tampering,altered_transcript,11,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.0655000004917383,0
measured,tampering,altered_transcript,12,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',7.421699999831617,0
measured,tampering,altered_transcript,13,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.3954999996349216,0
measured,tampering,altered_transcript,14,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.872499999590218,0
measured,tampering,altered_transcript,15,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.828600000590086,0
measured,tampering,altered_transcript,16,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.305800000205636,0
measured,tampering,altered_transcript,17,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.2832999993115664,0
measured,tampering,altered_transcript,18,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.4693999998271465,0
measured,tampering,altered_transcript,19,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',3.2748000007122755,0
measured,tampering,altered_transcript,20,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.3190000001341105,0
measured,tampering,altered_transcript,21,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.4808000000193715,0
measured,tampering,altered_transcript,22,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.5157999992370605,0
measured,tampering,altered_transcript,23,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.461800000630319,0
measured,tampering,altered_transcript,24,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.5031999992206693,0
measured,tampering,altered_transcript,25,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.245800000615418,0
measured,tampering,altered_transcript,26,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.8466999996453524,0
measured,tampering,altered_transcript,27,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.4556999998167157,0
measured,tampering,altered_transcript,28,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.8703999994322658,0
measured,tampering,altered_transcript,29,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(9)',2.921699999831617,0
measured,tampering,altered_attestation,0,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.272899999283254,0
measured,tampering,altered_attestation,1,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.8212000001221895,0
measured,tampering,altered_attestation,2,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.6628999998793006,0
measured,tampering,altered_attestation,3,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.6241000005975366,0
measured,tampering,altered_attestation,4,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.626299999654293,0
measured,tampering,altered_attestation,5,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.611299999989569,0
measured,tampering,altered_attestation,6,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.298400000669062,0
measured,tampering,altered_attestation,7,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.2996999993920326,0
measured,tampering,altered_attestation,8,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.4997000005096197,0
measured,tampering,altered_attestation,9,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.60910000000149,0
measured,tampering,altered_attestation,10,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.529400000348687,0
measured,tampering,altered_attestation,11,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.1015000008046627,0
measured,tampering,altered_attestation,12,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.2475000005215406,0
measured,tampering,altered_attestation,13,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.415000000037253,0
measured,tampering,altered_attestation,14,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.803399999625981,0
measured,tampering,altered_attestation,15,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.080599999986589,0
measured,tampering,altered_attestation,16,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.5118000004440546,0
measured,tampering,altered_attestation,17,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.5699000004678965,0
measured,tampering,altered_attestation,18,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.4539000000804663,0
measured,tampering,altered_attestation,19,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.946000000461936,0
measured,tampering,altered_attestation,20,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.477799999527633,0
measured,tampering,altered_attestation,21,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',3.32149999961257,0
measured,tampering,altered_attestation,22,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.9671999998390675,0
measured,tampering,altered_attestation,23,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.7096999995410442,0
measured,tampering,altered_attestation,24,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.3120999997481704,0
measured,tampering,altered_attestation,25,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.493999999947846,0
measured,tampering,altered_attestation,26,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.6682000001892447,0
measured,tampering,altered_attestation,27,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.5452000005170703,0
measured,tampering,altered_attestation,28,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.3980000000447035,0
measured,tampering,altered_attestation,29,0,1,settlement,VM Exception while processing transaction: reverted with custom error 'ContextMismatch(10)',2.3859999999403954,0
measured,tampering,stale_attestation,0,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",6.471699999645352,0
measured,tampering,stale_attestation,1,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.26450000051409,0
measured,tampering,stale_attestation,2,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.736399999819696,0
measured,tampering,stale_attestation,3,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",6.830399999395013,0
measured,tampering,stale_attestation,4,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.2612999994307756,0
measured,tampering,stale_attestation,5,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.4182000001892447,0
measured,tampering,stale_attestation,6,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.1490000002086163,0
measured,tampering,stale_attestation,7,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.4685999993234873,0
measured,tampering,stale_attestation,8,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.8336999993771315,0
measured,tampering,stale_attestation,9,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.026099999435246,0
measured,tampering,stale_attestation,10,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",5.760599999688566,0
measured,tampering,stale_attestation,11,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.5622000005096197,0
measured,tampering,stale_attestation,12,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.7641000002622604,0
measured,tampering,stale_attestation,13,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.6011999994516373,0
measured,tampering,stale_attestation,14,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.245899999514222,0
measured,tampering,stale_attestation,15,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.743300000205636,0
measured,tampering,stale_attestation,16,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.8281000005081296,0
measured,tampering,stale_attestation,17,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.7990000005811453,0
measured,tampering,stale_attestation,18,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.747400000691414,0
measured,tampering,stale_attestation,19,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.5567999994382262,0
measured,tampering,stale_attestation,20,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.0032999999821186,0
measured,tampering,stale_attestation,21,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.8576999995857477,0
measured,tampering,stale_attestation,22,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.437199999578297,0
measured,tampering,stale_attestation,23,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.9160000002011657,0
measured,tampering,stale_attestation,24,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.1029000002890825,0
measured,tampering,stale_attestation,25,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",3.002199999988079,0
measured,tampering,stale_attestation,26,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.9429999999701977,0
measured,tampering,stale_attestation,27,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.059699999168515,0
measured,tampering,stale_attestation,28,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",2.6474000001326203,0
measured,tampering,stale_attestation,29,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'StaleAttestation(1784453628000, 1)'",4.891900000162423,0
measured,tampering,tampered_proof,0,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.747600000351667,0
measured,tampering,tampered_proof,1,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",6.238599999807775,0
measured,tampering,tampered_proof,2,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.594700000248849,0
measured,tampering,tampered_proof,3,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.13980000000447,0
measured,tampering,tampered_proof,4,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.143800000660121,0
measured,tampering,tampered_proof,5,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.2596000004559755,0
measured,tampering,tampered_proof,6,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.678299999795854,0
measured,tampering,tampered_proof,7,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.21059999987483,0
measured,tampering,tampered_proof,8,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.690899999812245,0
measured,tampering,tampered_proof,9,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.725999999791384,0
measured,tampering,tampered_proof,10,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.2247999999672174,0
measured,tampering,tampered_proof,11,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.208999999798834,0
measured,tampering,tampered_proof,12,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.112600000575185,0
measured,tampering,tampered_proof,13,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.088200000114739,0
measured,tampering,tampered_proof,14,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.367300000041723,0
measured,tampering,tampered_proof,15,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.24100000038743,0
measured,tampering,tampered_proof,16,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.22029999922961,0
measured,tampering,tampered_proof,17,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.650799999944866,0
measured,tampering,tampered_proof,18,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.5893000001087785,0
measured,tampering,tampered_proof,19,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.158699999563396,0
measured,tampering,tampered_proof,20,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.894100000150502,0
measured,tampering,tampered_proof,21,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.7193999998271465,0
measured,tampering,tampered_proof,22,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.051300000399351,0
measured,tampering,tampered_proof,23,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.178600000217557,0
measured,tampering,tampered_proof,24,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.375899999402463,0
measured,tampering,tampered_proof,25,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",3.955599999986589,0
measured,tampering,tampered_proof,26,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.064900000579655,0
measured,tampering,tampered_proof,27,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.004300000146031,0
measured,tampering,tampered_proof,28,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",5.041699999943376,0
measured,tampering,tampered_proof,29,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'InvalidProof(""0x0f18fb4411ea2c261c19ff7f3565d6904c2464f684e4059f942d85db66e70093"")'",4.046299999579787,0
measured,replay,nullifier_replay,0,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.9665000000968575,0
measured,replay,nullifier_replay,1,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.3767999997362494,0
measured,replay,nullifier_replay,2,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",3.6410999996587634,0
measured,replay,nullifier_replay,3,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2539999997243285,0
measured,replay,nullifier_replay,4,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.3170000007376075,0
measured,replay,nullifier_replay,5,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2505000000819564,0
measured,replay,nullifier_replay,6,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",3.044499999843538,0
measured,replay,nullifier_replay,7,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.3821000000461936,0
measured,replay,nullifier_replay,8,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.8310000002384186,0
measured,replay,nullifier_replay,9,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.2330999998375773,0
measured,replay,nullifier_replay,10,0,1,settlement,"VM Exception while processing transaction: reverted with custom error 'RequestNotApproved(""0xcf18f72186307fc3756e52f1f958344927e82024695f4c14c91cd79189b4f7d3"")'",2.255300000309944,0
